Time;Li7;B11;Mg25;Ca43;Ti49;V51;Cr53;Mn55;Ni60;Cu65;Zn66;Rb85;Sr86;Y89;Mo97;Cd111;Sn118;Ba138;Pb208;Th232;U238
148.5;2807.4;1523.8;10173;3794845.5;0;1127.5;1764.2;57077.6;3549.6;2581.8;901.8;701.5;2901932.6;50;150.3;1062.2;160;198523.6;40;0;0
150.2;2927.8;1463.8;10173;3887325.3;2712.8;1629;1885;59790.4;3348.8;2230.8;601;751.5;2138694.4;25;100;1443.4;280;239351.4;280.2;33.3;0
152;2646.8;1323;6782;3843811.8;0;1729.3;1724.4;59790.4;2566.6;2205.8;400.6;822;2600665.5;62.5;25;861.8;190;231185.9;50;0;0
153.8;2807.4;1403.6;8138.4;3887352.5;2712.8;1278;2326;65216;3007.8;1980;360.4;781.6;2250841.6;50;150;1062.4;125;214854.8;80;0;0
155.6;2787.2;1363.2;5425.6;3819342.3;0;1428.8;2045.4;59790.4;3649.8;2306;701.5;681.4;2012339.2;25;220.2;1162.8;110;193070.9;60;0;0
157.3;2486.4;1363.4;3391;3764896.5;0;1243;1884.6;59790.4;3128.2;2030.3;626;651.5;1918176;50;20;1343;262.5;141364.7;100;0;0
159.1;2326.2;1664;5425.6;3620737.3;0;1202.8;2346;62503.2;3148.4;2757;476;340.4;1801632;133.3;125;1182.8;220;111469.5;150;0;0
160.9;2732.3;1042.4;10173;3617997.3;0;1604;2326;62503.2;3268.6;2406.3;726.5;561.2;1473083.2;62.5;25;801.8;170;95138.3;0;0;0
162.6;2967.8;962.2;5425.6;3822054.9;0;1253;2306;59790.4;3629.8;2556.5;681.4;781.6;1894700.8;125;20;1162.6;187.5;78807.2;66.7;0;0
164.4;2606.8;1182.8;5425.6;3852004.3;0;1002.2;2246;59790.4;3007.8;2230.8;601.2;501;1794560.1;50;75;1027.3;110;67956;25;0;0
166.2;2647;1182.8;6782;3743193.2;0;1428.5;2566.8;62503.2;3559.5;1804.8;661.2;781.8;1714080;112.5;0;1122.8;150;67956;0;0;0
167.9;3108.2;1202.8;5425.6;3824794.8;0;1303;2285.8;62530.3;3027.8;1929.8;325.5;480.8;2098858;150;150;1082.6;200;59790.4;180.2;0;0
169.7;2526.6;1263.2;5425.6;3830274.5;0;1478.5;2105.2;62503.2;3048;2581.5;581;601.2;1749459.2;50;80;1223;300;62503.2;100;0;0
171.5;2466.4;922;5425.6;4061433.5;0;1152.8;2025.2;59817.5;3268.8;2005;826.8;460.8;1668236.8;62.5;50;801.8;130;54391.9;0;0;0
173.2;2967.8;1263.2;3391;3876474.3;2712.8;1528.8;2185.8;54364.8;2847.6;3258.8;661.6;275.3;1652812.8;87.5;100;962.4;237.5;46199.2;75;0;0
175;2988;681.2;6782;4039703.9;0;1177.5;1844.8;57077.6;3629.6;2180.8;425.8;601.2;1566067.2;50;40;942;170;46172.1;25;0;25
176.8;2205.8;1042.4;5425.6;3767636.3;0;1403.5;1744.4;59790.4;3368.8;2280.8;701.4;501;1528524.8;37.5;75;1122.6;112.5;46172.1;75;0;0
178.5;2867.6;1323;5425.6;3960788.4;0;1127.8;2366;57077.6;3388.8;2807;827;626;1574355.2;62.5;25;902;140;38006.5;25;0;0
180.3;2767.2;1142.8;6782;4028825.4;0;1022.4;1764.6;57077.6;3409;2581.8;681.6;541;1621286.4;50;220.2;881.8;130;35266.6;66.7;0;0
182.1;2706.8;1303.2;3391;3955389.6;0;1243;2025.2;57077.6;3569.6;2255.8;721.6;1052.3;1561158.4;75;50;801.6;190;27128.1;80;0;0
183.8;2767.4;962.2;5425.6;4347119.5;0;1052.3;2085.6;57077.6;3449;2080.3;952.3;902;1657126.4;87.5;100;761.6;87.5;29840.9;50;0;0
185.6;2847.4;982.2;8138.4;3816656.4;0;1353.5;2246;59790.4;3088.2;1854.8;460.8;440.6;1570944;37.5;167;982.2;125;32553.8;20;0;0
187.4;2486.2;1102.4;8138.4;3705105.3;0;982.4;1684.2;59790.4;3409.2;2506.8;551;862;1491276.8;66.7;75;941.8;270;32553.8;40;0;0
189.1;2506.4;901.8;2712.8;3675156.1;0;1328.3;2265.8;54364.8;2727.2;2331;1177.8;761.4;1655414.2;50;33.3;1343.2;160;40719.3;50;0;0
190.9;3068;882;6782;4053349.1;0;1102.5;2165.6;57077.6;2686.8;1779.5;641.2;641.2;1468512;37.5;50;1142.6;237.5;40719.3;50;0;0
192.7;3108.3;1122.6;6782;3949882.8;0;1278.3;1804.4;57077.6;3529.6;2531.5;681.2;761.8;1453990.4;100;50;982.2;150;37979.4;50;0;0
194.4;3083;1182.8;6782;4001670;0;1403.5;2205.6;59790.4;2747.2;1904.8;551;801.6;1525376;50;75;1102.6;112.5;35266.6;100;0;0
196.2;2887.8;1303.2;8138.4;4077819;0;1328.3;2326;57077.6;3609.4;2807.3;676.5;721.4;1535788.8;112.5;200.3;862;220;35266.6;60;0;0
198;2326;1203;10173;4118619.3;2712.8;1654;2045.2;59790.4;2727.4;1779.5;576.3;761.6;1520979.2;62.5;40;922;130;29868.1;25;0;0
199.7;2225.8;1102.8;8138.4;4200140.1;0;1328;2165.8;57077.6;3308.6;2155.5;701.2;942.2;1576825.6;62.5;225.3;1122.8;225;29840.9;50;0;0
201.5;2566.6;1403.6;5425.6;4211072.6;0;1022.6;1724.4;59790.4;3449.2;2105.5;601.2;1002.4;1558592;75;40;1002.4;150;29840.9;0;0;0
203.3;3027.8;1544;8138.4;4322623.2;0;1283;2005.2;51651.9;3389;2130.5;551;741.6;1528083.2;75;75;1122.8;200;27128.1;40;0;0
205;2406.2;1042.4;8138.4;4543012;0;1202.8;2486.4;57077.6;3750.2;2531.5;601;962.2;1560998.4;62.5;100;982.4;175;27128.1;25;0;0
206.8;2787.2;1483.8;6782;4181204.1;0;1328.3;2606.8;57077.6;3108.2;2205.8;1002.5;962;1569942.3;29.5;50;1378.3;140;27128.1;20;0;0
208.6;2646.8;1564;6782;4330788.8;0;1604;2185.6;54364.8;2847.4;2255.8;420.6;902;1589395.2;12.5;50;1222.8;87.5;24415.3;75;0;0
210.3;2165.6;1363.6;10173;4382467.8;0;1478.8;1684;54364.8;3389;2280.8;500.8;822;1528332.8;57.1;60;942;300;86086.6;125.3;0;0
212.1;2366.2;1583.8;8138.4;4377041.8;0;1102.4;1603.8;65216;2787.2;2431.3;521;601;1633164.8;150;75;721.6;110;24415.3;34646.3;0;0
213.9;2567;1503.8;8138.4;4592005.1;0;1303;1884.8;54364.8;3529.4;2256;476;1263;1682374.4;62.5;100;962.2;90;21702.5;20;0;0
215.7;3368.8;1864.8;8138.4;4665387.1;0;1654;2456.3;59790.4;2827.4;2130.8;601.3;1323.2;1694828.8;100;0;1243;240;27128.1;25;0;0
217.4;3108.2;1263;8138.4;4483167.3;0;982.4;2125.6;57050.4;3048.2;2180.8;541;942;2301471.6;50;20;641.4;110;21702.5;120;0;0
219.2;2907.8;1644.2;10173;4687089.9;0;1152.8;2105.2;57077.6;3028.2;3008.3;877;1162.6;1693900.8;62.5;120;982.2;220;29840.9;40;0;0
221;2506.6;1924.6;10173;4891201.4;0;2255.5;2426.2;62503.2;3068.2;2782.3;380.4;1062.4;1806502.4;100;250.3;761.8;170;35266.6;100;0;0
222.7;2045.2;2225.8;6782;4937427.9;0;1503.5;1483.4;57077.6;3529.6;2280.8;681.2;801.6;2176778.5;104.5;40;1062.6;240;46172.1;25;0;0
224.5;3007.8;1985.2;10173;4994560;0;1002.3;1844.6;57077.6;2907.8;2155.8;721.6;1102.8;2105696;75;0;701.4;110;54364.8;0;0;0
226.3;2827.4;2005;8138.4;4945593.3;0;1403.5;2205.8;67928.8;3509.4;2381.3;1052;842;3195964.9;62.5;75;882;180;59763.3;180.2;0;0
228;2466.8;1884.8;5425.6;4581099.8;0;1202.8;1965;57077.6;3469.4;1704.3;576;681.2;1675944.1;50;80;1102.5;160;40719.3;80;33.3;0
229.8;2587;1263.2;6782;3204483.5;0;1930;2231;59790.4;2988;1980;300.5;440.6;1141987.2;62.5;180.2;861.8;62.5;24415.3;40;0;0
231.6;2546.6;1443.6;5425.6;1961309.6;0;1453.5;1844.8;59790.4;2767.2;2606.8;626.3;400.8;850988.8;87.5;100;781.4;130;13564.1;33.3;0;0
233.3;3083.3;922.2;8138.4;1351930.7;0;1303.3;1864.6;57077.6;3128.2;2306;440.6;420.6;489846.4;50;100;1143;187.5;10851.3;0;0;0
235.1;2165.4;581.2;3391;889504.1;3391;1278;2005;54364.8;3108.2;2857.5;651;180.2;362612.8;37.5;150;1062.6;180;6782;66.7;0;0
236.9;2566.6;460.8;3391;620176.3;0;1729.5;1884.8;57077.6;2947.6;2030.5;500.8;380.8;256274.4;25;75;982.2;87.5;5425.6;33.3;0;0
238.6;2366.2;581.2;8138.4;451520.5;3391;1102.5;2145.6;57077.6;3960.8;2080.3;576.3;120;189669.6;0;75;601.2;150;2712.8;75;0;0
240.4;2606.8;400.5;6782;342682.5;0;1177.8;1684.2;59790.4;3368.8;2331;420.6;166.7;137303.2;0;150;641.2;80;5425.6;200.3;0;0
242.2;2526.6;275.3;3391;255574.5;0;1378.3;1864.8;54364.8;2827.4;2180.8;480.8;60;110930;25;100;982;112.5;6782;25;0;0
243.9;2727;180.2;6782;190358.1;0;851.8;1443.6;54364.8;2907.6;2055.5;350.5;225.3;103188;37.5;66.7;1102.6;90;0;0;0;0
245.7;2782.3;350.5;6782;144104.6;0;1027.3;1845;59790.4;3028.2;2481.5;425.8;125;78800;12.5;140;681.4;162.5;4521.4;175.3;0;0
247.5;2687.2;325.3;5425.6;114182.3;0;1243;1844.6;57077.6;2586.8;1804.8;480.8;100.3;66184.4;62.5;0;1744.4;100;0;0;0;0
249.2;2681.8;325.5;5425.6;115531.9;0;1228;1925;51624.8;3710;2256;601.3;100;51243;12.5;100;821.6;70;0;66.7;0;0
251;2847.4;260.2;5425.6;78834.3;0;1027.3;2165.6;59790.4;2767.4;2105.5;626.3;33.3;48335;25;120;781.6;150;6782;50;0;0
252.8;2305.8;100;6782;65243.1;0;1483.8;1844.6;57077.6;2807.6;2080.5;320.4;150;38106.4;37.5;125;1062.4;87.5;3391;0;0;0
254.5;2586.6;160.2;8138.4;57782.9;0;1202.8;1624;59790.4;3088.2;2381.3;300.4;75;37283.8;25;125;701.4;180;0;20;20;0
256.3;2225.8;300.5;5425.6;40746.4;0;1102.5;1463.6;54364.8;3288.8;2205.8;751.5;180.2;34295.6;37.5;100;1283.2;60;0;33.3;0;0
258.1;2807.5;250;3391;40726.1;0;1353.5;1804.6;59790.4;2887.6;2055.3;776.8;120;30805.8;25;50;1022.2;83.3;3391;40;0;0
259.8;2145.6;100;10173;32553.8;4521.4;1127.5;2045.2;57077.6;2887.4;2105.5;626.3;100;27737;12.5;75;1162.8;140;0;0;0;0
261.6;2426.4;220;3391;27155.3;4521.4;1478.5;1644.2;57077.6;3088.2;2281;280.2;175.3;27376.2;37.5;100;901.8;212.5;0;75;0;0
263.4;2326;150;6782;21702.5;0;1027.5;2481.5;59790.4;2747.4;2030;440.6;175.3;25611.2;25;50;801.6;112.5;0;0;0;0
265.1;3108.3;140;5425.6;23737.1;0;1729.3;2005.2;57077.6;3328.8;2631.8;576.3;150;27155.2;12.5;75;861.8;160;0;0;0;0
266.9;2065.2;140;3391;21702.5;0;1353.5;1724.4;57050.4;2807.4;2281;380.6;50;25109.8;12.5;75;962;137.5;0;0;0;0
268.7;2065.4;120.2;3391;16276.9;0;1203;1523.8;54364.8;2707.2;2080.3;681.4;125;24026.8;0;150.3;741.6;87.5;0;0;0;0
270.4;2331.3;360.4;6782;18989.7;0;1528.8;2025.4;57077.6;3228.4;2055.3;626.3;50;22883.6;37.5;233.7;1403.4;130;0;75;0;0
272.2;2265.8;100;5425.6;16276.9;0;1228;1744.2;57077.6;3228.6;2857.3;400.8;20;22663;12.5;75;822;50;0;0;0;0
274;2982.8;220.2;3391;13564.1;0;2055;2105.6;59790.4;2967.8;2130.3;380.8;167;22201.6;12.5;25;922;110;0;33.3;0;0
275.7;2732.3;140.2;2712.8;10851.3;3391;1579;1564.2;57077.6;3188.4;2155.8;521;200.4;21559.8;0;66.7;1082.4;137.5;0;40;0;0
277.5;2566.8;240.2;5425.6;10173;0;1654.3;2005.2;57104.7;2887.6;2155.3;475.5;75;21178.8;0;20;1002.4;90;0;25;0;0
279.3;2506.6;120;3391;10851.3;0;1478.8;1925;51651.9;2847.4;3384;526;150;20176;0;100;882;125;0;0;0;0
281.1;2686.8;150.3;6782;10851.3;3391;1162.8;1583.8;57050.4;3188.6;1729.3;375.8;120;20075.8;0;100;1102.6;170;0;33.3;0;0
282.8;2546.4;160;3391;16955.1;0;1328.3;1744.6;54364.8;2847.2;2456.3;450.8;50;19393.6;12.5;40;1022.2;120;0;100;0;0
284.6;2346;220;6782;8138.4;3391;1228;1824.8;54337.6;2827.4;1463.6;676.5;180.2;18290.8;37.5;20;1223;112.5;0;40;0;0
286.4;2606.8;140;6782;10851.3;0;1077.3;2185.6;57077.6;2466.6;2958;450.5;33.3;19674.8;0;100;1443.4;110;0;25;0;0
288.1;2306;100;6782;8138.4;0;1383.4;1483.8;57077.6;3589.6;2431.3;626.5;66.7;19434;37.5;33.3;1002.2;100;0;40;0;0
289.9;2847.4;250.3;0;10173;0;1453.5;1604;57077.6;2305.8;1629.3;601.5;100;20075.8;25;150.3;1122.6;70;0;66.7;0;0
291.7;2386.4;175.3;6782;8138.4;0;1483.8;1804.6;59817.5;2787.2;1754.5;500.8;50;19253.4;0;25;1182.6;170;0;25;0;0
293.4;2446.4;100;3391;5425.6;3391;1704.5;1543.8;59790.4;3389;1804.5;626.3;75;19233.2;0;80;1022.4;70;4521.4;50;0;0
295.2;2827.6;25;6782;10173;3391;1202.8;1884.8;54337.6;3067.8;2331;375.3;50;19073;0;140;1002.2;240;0;0;0;0
297;2306;225.3;2712.8;10173;0;1278.3;2265.8;57077.6;3027.8;1929.8;360.4;60;20356.4;0;40;1222.8;150;0;40;0;0
298.7;2767;160;6782;5425.6;4521.4;1127.8;1483.8;57077.6;3329;1904.8;440.8;140.2;19434;0;240;1242.8;130;3391;0;0;0
300.5;2526.4;160;6782;10851.3;0;1754.5;1824.6;57077.6;2947.8;1904.8;400.5;125;19012.6;12.5;50;1222.8;100;0;66.7;0;0
302.3;2206;160;2712.8;5425.6;0;1278;1944.8;57077.6;2907.6;2180.8;501;175;18290.6;25;225.3;861.8;150;2712.8;60;0;0
304;2386.2;225.3;3391;6782;0;1428.5;1925;57077.6;3629.6;2431.3;260.4;75;18752.2;0;25;1042.4;50;0;60;0;0
